OBJECTID,TYPE,LOCATION,STATUS,ST_ID,MATERIAL,MAP_MILES,WIDTH_FT,ST_TYPE,ST_TONAGE,TRAIL_NAME,OWNER,ADA,GWSTATUS,TRAILHEAD_,GlobalID,SHAPE_Leng
"254",Trail,Shelley Lake Segment,Existing,NA,Asphalt,0.354342140000000,8.000000000000000,NA,0.000000000000000,Mine Creek Trail,COR,NO,OPEN,"357",{1F39C8EC-1F9C-46DE-BA01-67C13260B621},0.005628798276044
"255",Structure,Shelley Lake Segment -  # 19,Existing,"19",Wood Decking,0.027680860000000,10.000000000000000,Bridge,5.000000000000000,Mine Creek Trail,COR,NO,OPEN,"355",{55C12F91-295B-45A3-94EC-F16433AFEED5},0.000410191212446
"256",Trail,Shelley Lake Segment,Existing,NA,Asphalt,0.352304330000000,8.000000000000000,NA,0.000000000000000,Mine Creek Trail,COR,NO,OPEN,"359",{8FEE2E08-8479-40E4-A115-BD7EA0B79D96},0.005328027957120
"257",Trail,Shelley Lake Segment,Existing,NA,Asphalt,0.062087230000000,8.000000000000000,NA,0.000000000000000,Mine Creek Trail,COR,NO,OPEN,"357",{2B21BB83-BCD8-4FA3-AC80-E3675670F0C4},0.001072376126822
"258",Trail,Bent Creek Segment,Existing,NA,Asphalt,0.104011720000000,10.000000000000000,NA,0.000000000000000,Mine Creek Trail,COR,NO,OPEN,"54",{640BE337-FA76-4057-93DE-3C9DAF57260C},0.001826199740472
"259",Trail,Bent Creek Segment,Existing,NA,Asphalt,0.027424720000000,10.000000000000000,NA,0.000000000000000,Mine Creek Trail,COR,NO,OPEN,"54",{8FCB0D8E-F9AD-4B16-9677-76A0C01375ED},0.000418077979114
"260",Structure,Shelley Lake Segment -  # 20,Existing,"20",Wood Decking,0.006172070000000,10.000000000000000,Bridge,5.000000000000000,Mine Creek Trail,COR,YES,OPEN,"54",{BFF573DE-9516-4546-9D27-D35C3688B431},0.000090688879236
"261",Trail,Shelley Lake Segment,Existing,NA,Asphalt,0.005001080000000,10.000000000000000,NA,0.000000000000000,Mine Creek Trail,COR,NO,OPEN,"54",{3385F14E-6F9B-4B3C-9657-A6C3C05FC951},0.000073063853155
"262",Trail,Ironwood Segment,Existing,NA,Asphalt,0.371010180000000,10.000000000000000,NA,0.000000000000000,Mine Creek Trail,COR,NO,OPEN,"186",{15732236-AA64-4DA1-AD84-AC3B208ADB5C},0.006027837176221
"263",Trail,Ironwood Segment,Existing,NA,Asphalt,0.004390010000000,8.000000000000000,NA,0.000000000000000,Mine Creek Trail,COR,NO,OPEN,"186",{42F9AE12-0099-4F82-8AFC-7D0D9C93848F},0.000072778346662
"264",Structure,Ironwood Segment -  # 30,Existing,"30",Wood Decking,0.008314830000000,8.000000000000000,Bridge,5.000000000000000,Mine Creek Trail,COR,NO,OPEN,"186",{560F2C5F-63C4-4DE0-BCAB-218D558F1A93},0.000137168413022
"265",Structure,Ironwood Segment -  # 32,Existing,"32",Wood Decking,0.009647300000000,8.000000000000000,Bridge,5.000000000000000,Mine Creek Trail,COR,NO,OPEN,"355",{A9BC015E-D611-4CBD-A70C-711ED425C2C8},0.000165101886365
"266",Trail,Ironwood Segment,Existing,NA,Asphalt,0.053162600000000,8.000000000000000,NA,0.000000000000000,Mine Creek Trail,COR,NO,OPEN,"355",{643A041A-0692-4824-88FC-3FCFC5AA9CD9},0.000875328603659
"267",Structure,Ironwood Segment -  # 33,Existing,"33",Wood Decking,0.012503590000000,8.000000000000000,Bridge,5.000000000000000,Mine Creek Trail,COR,NO,OPEN,"355",{C2BF80E4-AAE5-4F0E-8E85-C26D74320055},0.000181369987083
"268",Trail,Ironwood Segment,Existing,NA,Asphalt,0.083182520000000,8.000000000000000,NA,0.000000000000000,Mine Creek Trail,COR,NO,OPEN,"355",{DB74408F-65C3-407B-9150-B3CE4B0C5893},0.001436495136513
"269",Trail,Ironwood Segment,Existing,NA,Asphalt,0.011758600000000,8.000000000000000,NA,0.000000000000000,Mine Creek Trail,COR,NO,OPEN,"355",{8612F6EE-C5A4-45D0-A4B2-43F79AFA7704},0.000207639990472
"270",Trail,Inman Connector Segment,Existing,NA,Gravel,0.204577240000000,6.000000000000000,NA,0.000000000000000,Mine Creek Trail,COR,NO,OPEN,"183",{EFC3BB88-CA1C-41E6-8AE5-F00B41A1C898},0.003469963749713
"271",Structure,Inman Connector Segment -  # 28,Existing,"28",Wood Decking,0.009905590000000,10.000000000000000,Bridge,5.000000000000000,Mine Creek Trail,COR,NO,OPEN,"183",{A1DE48FB-5A4E-4AEA-8913-BDBD6F3A5610},0.000163037317370
"272",Trail,Crabtree Valley Segment,Existing,NA,Asphalt,0.118577130000000,8.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"30",{092915E3-5BCB-40D5-8DFA-629057E0B310},0.002034799624749
"273",Structure,Crabtree Valley Segment -  # 128,Existing,"128",Wood Decking,0.012763290000000,6.000000000000000,Stairs,,Crabtree Creek Trail,COR,NO,OPEN,"86",{06913929-8E93-475F-99EE-D8A54A9BDBD6},0.000221170006219
"274",Trail,Crabtree Valley Segment,Existing,NA,Concrete,0.013866700000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"86",{DE583FD7-28B3-4F61-A849-0621A1A55A64},0.000244435248717
"275",Structure,Crabtree Valley Segment - # 35,Existing,"35",Wood Decking,0.026139570000000,11.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"86",{753C59D4-EE78-4A4F-82CF-84D6681A0AA4},0.000458239823068
"276",Trail,Crabtree Valley Segment,Existing,NA,Concrete,0.025915370000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"86",{787789FA-4538-4621-9F40-5E3EA246DB0D},0.000458695324248
"277",Trail,Crabtree Valley Segment,Existing,NA,Asphalt,0.362957060000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"86",{4B61E869-E90A-4E18-805A-7D7A7F409353},0.006243455368463
"278",Trail,Crabtree Valley Segment,Existing,NA,Asphalt,0.018637560000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"87",{0BD1A951-0479-4FE8-9E93-3E6540B942DB},0.000306016523881
"279",Structure,Crabtree Valley Segment -  # 37,Existing,"37",Wood Decking,0.015233670000000,7.000000000000000,Bridge,,Crabtree Creek Trail,COR,NO,OPEN,"30",{593E625F-8E28-4154-A22F-365355ADCCE2},0.000256232132238
"280",Structure,Crabtree Valley Segment -  # 36,Existing,"36",Wood Decking,0.020956900000000,6.000000000000000,Bridge,,Crabtree Creek Trail,COR,NO,OPEN,"87",{6BDFD9C3-F722-4E5F-A270-C57F4B3E083E},0.000345505659870
"281",Trail,Crabtree Valley Segment,Existing,NA,Asphalt,0.007153810000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"30",{3EB604E0-CCC1-47EC-BD0A-42E022DD0037},0.000107717554416
"282",Structure,Ironwood Segment -  # 38,Existing,"38",Wood Decking,0.008565870000000,8.000000000000000,Bridge,5.000000000000000,Mine Creek Trail,COR,NO,OPEN,"185",{889F4CE1-791F-4926-A9F6-5DB96147E12C},0.000124252737273
"283",Trail,Ironwood Segment,Existing,NA,Asphalt,0.294982970000000,10.000000000000000,NA,0.000000000000000,Mine Creek Trail,COR,NO,OPEN,"185",{593A1918-DD9E-4EF5-95F3-8CCC4F24E030},0.004666407226648
"284",Trail,Crabtree Valley Segment,Existing,NA,Asphalt,0.018815600000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"86",{D862C53E-D18E-4D09-B15E-0011E607285D},0.000284143942221
"285",Trail,Crabtree-Oak Park Segment,Existing,NA,Asphalt,0.105491860000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,ALERT,"82",{75718DFD-50D0-4CA7-A7EE-A1B0E92C1E61},0.001769602336777
"286",Structure,Crabtree-Oak Park Segment -  # 39,Existing,"39",Concrete,0.037335140000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"82",{A543D3D0-3F35-4DC4-803E-D4E1223C7E92},0.000659149676994
"287",Trail,Crabtree-Oak Park Segment,Existing,NA,Asphalt,0.101389810000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"82",{29344301-F369-4312-A835-136DA995BBA9},0.001790971116947
"288",Structure,Crabtree-Oak Park Segment -  # 40,Existing,"40",Concrete,0.010460930000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"82",{B4AA51F0-8C58-4E8E-B1B3-4D296089C58E},0.000184591944995
"289",Trail,Crabtree-Oak Park Segment,Existing,NA,Asphalt,0.380034730000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"85",{B1622790-CBBF-4D3D-8632-F28D33860F4A},0.006133526305691
"290",Structure,Crabtree-Oak Park Segment -  # 44,Existing,"44",Wood Decking,0.018918110000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"85",{50A3E358-3107-469C-8578-6A65FB8AF07D},0.000275174787412
"291",Trail,Crabtree-Oak Park Segment,Existing,NA,Asphalt,0.017505860000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"85",{D297C689-E658-49EC-AB20-0450F8F7D86F},0.000302606171224
"292",Structure,Crabtree-Oak Park Segment -  # 43,Existing,"43",Concrete,0.027338860000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"85",{76EA704D-297B-489E-B2E7-7416FDD59A53},0.000476844079645
"293",Trail,Crabtree-Oak Park Segment,Existing,NA,Asphalt,0.082011890000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"85",{2CB07E53-FFFC-4328-B07F-60A508547135},0.001420500527930
"294",Structure,Crabtree-Oak Park Segment -  # 42,Existing,"42",Concrete,0.033936480000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"85",{D9FBE804-F688-440F-80E9-7D7D26ADE636},0.000603415352456
"295",Trail,Crabtree-Oak Park Segment,Existing,NA,Asphalt,0.040385910000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"85",{E0EFA89C-98C4-431A-B702-F26FCBA964F4},0.000718618365978
"296",Structure,Crabtree-Oak Park Segment -  # 41,Existing,"41",Concrete,0.051211220000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"85",{A1E931BD-B61F-443A-B298-4C6B96DB489E},0.000912363303125
"297",Trail,Crabtree-Oak Park Segment,Existing,NA,Asphalt,0.115544770000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"91",{53485B52-A483-4939-ABC7-39248F37E357},0.001748869881909
"298",Structure,Crabtree-Oak Park Segment -  # 47,Existing,"47",Concrete,0.006867800000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"81",{87A8E15C-16B1-4CC8-B6BF-79746EDD98CC},0.000102057290990
"299",Trail,Crabtree-Oak Park Segment,Existing,NA,Asphalt,0.150183390000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"81",{4AF217BD-0A27-4965-99D7-3D5B02D12CFF},0.002511849246063
"300",Structure,Crabtree-Oak Park Segment -  # 46,Existing,"46",Concrete,0.009271960000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"81",{DEC9B95C-FDBA-4C07-A959-B1DC4A12DBE5},0.000162085662440
"301",Trail,Crabtree-Oak Park Segment,Existing,NA,Asphalt,0.112412920000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"81",{B53256CA-67C0-4682-BD00-EB7AF297D83D},0.001976948299413
"302",Structure,Crabtree-Oak Park Segment -  # 45,Existing,"45",Concrete,0.009600490000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"81",{73292B60-4DD1-4F32-8D5B-93C2787A71A7},0.000171031053011
"303",Trail,Crabtree-Oak Park Segment,Existing,NA,Asphalt,0.150923570000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"81",{3563B5CE-9179-4969-A3AC-B84E0DB62139},0.002672209466359
"304",Trail,House Creek Trail,Existing,NA,Concrete,0.096415320000000,5.000000000000000,Sidewalk,0.000000000000000,House Creek Trail,COR,NO,OPEN,"181",{783A87E8-8219-452F-B40F-D9B55D1A8D2B},0.001595339237764
"305",Trail,Crabtree Valley Segment,Existing,NA,Concrete,0.101613190000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"90",{BE62CF46-B7BD-4BEE-8D31-627E73FBD4A1},0.001601797091521
"306",Trail,Crabtree Valley Segment,Existing,NA,Asphalt,0.361757630000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"91",{6DF92C67-6F30-4602-91EB-44E06F720575},0.005948756929869
"307",Trail,Crabtree Valley Segment,Existing,NA,Asphalt,0.030342060000000,5.000000000000000,Sidewalk,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"89",{575ABBD7-42D2-466B-A76C-ECE42F3A0459},0.000503438754808
"308",Trail,Alleghany Segment,Existing,NA,Asphalt,0.214437430000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,CLOSED_TEMP,"30",{5EB8F1CE-37C6-4E65-8FC6-44C1E1257E0B},0.003493147412997
"309",Trail,Alleghany Segment,Existing,NA,Asphalt,0.063619510000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,CLOSED_TEMP,"30",{1009ADD6-D84B-4969-9E15-CE6BBEFA1666},0.001012153410766
"310",Structure,Alleghany Segment -  # 66,Existing,"66",Wood Decking,0.008741540000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,CLOSED_TEMP,"30",{420342B3-B93C-4712-812B-239B05F238DD},0.000141991150213
"311",Trail,Crabtree Valley Segment,Existing,NA,Asphalt,0.010384930000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,CLOSED_TEMP,"30",{94BA6A30-43D8-4295-854D-13EEA4BA8865},0.000177725971591
"312",Structure,Crabtree Valley Segment -  # 67,Existing,"67",Wood Decking,0.020258290000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,NO,CLOSED_TEMP,"30",{6F5FCF19-B619-419E-A0DA-8F29748D86EB},0.000351547657039
"313",Trail,Crabtree Valley Segment,Existing,NA,Asphalt,0.024167080000000,8.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,CLOSED_TEMP,"30",{A7956B14-5D2F-421E-96BE-0B2B87DD964C},0.000392457716177
"314",Trail,Alleghany Segment,Existing,NA,Asphalt,0.076297920000000,5.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"21",{4BEF8FD9-3B6D-4361-955D-FFD1A30FC261},0.001319474508731
"315",Trail,Alleghany Segment,Existing,NA,Concrete,0.297524290000000,5.000000000000000,Sidewalk,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"21",{B0927926-F043-4210-A620-2CAD4BF23F42},0.004797196663759
"316",Trail,Alleghany Segment,Existing,NA,Asphalt,0.401274730000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"28",{71CD320A-BE28-47EA-90DC-48577151C23C},0.006286605317115
"317",Trail,Alleghany Segment,Existing,NA,Asphalt,0.015020090000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"28",{8A93686F-B20B-465B-85BD-4A0FAB99A628},0.000240224266254
"318",Trail,Alleghany Segment,Existing,NA,Asphalt,0.377712240000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"22",{C13061E0-3A23-4008-9E15-23F348ABF805},0.005833159803045
"319",Trail,Alleghany Segment,Existing,NA,Asphalt,0.102400990000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"20",{A2D146D6-A544-471D-A71E-A19020C6D72B},0.001808572332226
"320",Structure,Alleghany Segment -  # 62,Existing,"62",Wood Decking,0.026225180000000,10.000000000000000,Bridge,6.500000000000000,Crabtree Creek Trail,COR,YES,OPEN,"23",{5A685C27-EE14-4493-9C04-208CCB3FDF08},0.000381021407439
"321",Trail,Alleghany Segment,Existing,NA,Asphalt,0.236493700000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"20",{18EB7383-C432-435F-85BE-190DFC0618F2},0.003991480820199
"322",Trail,Alleghany Segment,Existing,NA,Asphalt,0.093173950000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"23",{967D93C1-B8D2-4740-868C-CCC5243832A6},0.001649369934441
"323",Trail,Alleghany Segment,Existing,NA,Asphalt,0.040973260000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"23",{AB9389E8-31DA-4211-B267-35B8258F9C3B},0.000636407606655
"324",Structure,Alleghany Segment -  # 61,Existing,"61",Wood Decking,0.024507720000000,10.000000000000000,Bridge,6.500000000000000,Crabtree Creek Trail,COR,YES,OPEN,"23",{B446D40A-1DFC-4C7A-97DD-59F542F74495},0.000430597878601
"325",Structure,Alleghany Segment -  # 63,Existing,"63",Wood Decking,0.021073730000000,10.000000000000000,Bridge,6.500000000000000,Crabtree Creek Trail,COR,YES,OPEN,"20",{F0DDB071-AB5A-4E4C-AB8B-C3F3EB78C4FB},0.000311632107044
"326",Trail,Alleghany Segment,Existing,NA,Asphalt,0.173630370000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"25",{AF11B7EF-CEF5-4E37-A8A2-16069426F482},0.002728478726849
"327",Structure,Alleghany Segment -  # 64,Existing,"64",Wood Decking,0.006547850000000,10.000000000000000,Bridge,6.500000000000000,Crabtree Creek Trail,COR,YES,OPEN,"25",{513AE7F0-13D2-4360-8803-AC3554D9696D},0.000106129953779
"328",Trail,Alleghany Segment,Existing,NA,Asphalt,0.129432950000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"25",{FE131AB6-26A8-4FD1-9E34-698D7F6D4279},0.002154408415969
"329",Trail,Alleghany Segment,Abandoned,NA,Concrete,0.121413910000000,5.000000000000000,Sidewalk,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"25",{8808F713-857A-4FFB-A350-16E7EA04BDFB},0.001779218476374
"330",Trail,Alleghany Segment,Existing,NA,Concrete,0.153536340000000,5.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"27",{9A13950F-0D99-48DC-80C7-B0D54997ED8E},0.002439814861978
"331",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.135627360000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"272",{E774F18F-5049-4C7F-95CF-42196BD310CF},0.002121088548313
"332",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.003071730000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"272",{444D64A3-D7A4-4EF0-A1BF-276E57EB2904},0.000049908950773
"333",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.047438990000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"267",{5BC0CD22-04C7-4E1F-A948-C6DC12BDB7C8},0.000757793158345
"334",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.065814450000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"272",{9C8864D4-6892-4C86-9FA4-81E6B3889138},0.001052018920954
"335",Structure,Middle Crabtree Creek Segment - # 2003,Existing,"2003",Concrete,0.020124010000000,10.000000000000000,Underpass,,Crabtree Creek Trail,COR,NO,OPEN,"267",{29C7D13A-2005-4DB3-8B0F-7E3E94071E18},0.000292053808192
"336",Structure,Middle Crabtree Creek Segment -  # 106,Existing,"106",Wood Decking,0.025593490000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"267",{1810ED2C-1E4A-4748-A5C5-DC33FCA8D801},0.000377827376419
"337",Structure,Middle Crabtree Creek Segment -  # 106,Existing,"106",Wood Decking,0.003196540000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"267",{4B229B71-3875-41BC-B0DE-8EF1F547CEC2},0.000055700218306
"338",Structure,Middle Crabtree Creek Segment -  # 106,Removed,"106",Wood Decking,0.253794350000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,CLOSED_TEMP,"267",{800E1C4E-10DC-4BDB-8DDB-1F173E0CE6EE},0.003904112226682
"339",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.178971270000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"268",{8EC502A7-E06F-455D-AA67-B2173DF54CAE},0.003012946319247
"340",Structure,Middle Crabtree Creek Segment -  # 108,Existing,"108",Wood Decking,0.009624230000000,10.000000000000000,Bridge,10.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"268",{19AC2359-2124-40CB-B352-C0961BE232F2},0.000169938355431
"341",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.022231120000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"268",{F06548E4-A910-48B9-86EE-8D82FDDCE449},0.000354051492510
"342",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.017907330000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"268",{2EF28505-FB99-4309-9F61-9D423CFE7DAA},0.000314246962435
"343",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.060930700000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"269",{2E9491E9-8BFC-416A-BC03-B29949AE7D71},0.001075004074127
"344",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.022418440000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"269",{7D9D6608-354A-46A0-9159-9A19DE27502A},0.000391374601675
"345",Structure,Middle Crabtree Creek Segment -  # 109,Existing,"109",Shingle Roof,0.018202660000000,14.000000000000000,Covered Walkway,,Crabtree Creek Trail,COR,YES,OPEN,"269",{6CA4F00E-16BB-4E12-94B8-B9A25EF9BF3D},0.000312654062075
"346",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.149258120000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"269",{31B10127-5CE1-4A46-B95F-8AA5D893BCE2},0.002559269522639
"347",Structure,Middle Crabtree Creek Segment -  # 107,Existing,"107",Wood Decking,0.051041270000000,10.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"268",{6E5D4DCB-2D3E-44FF-A4C2-F2A1B9E07CA8},0.000905617433909
"348",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.198697030000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"267",{3413780C-56E5-41EB-97AA-DF715FC6930F},0.003418315059561
"349",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.111894810000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"271",{3C4A9797-FDCF-42FA-98E5-36C8350E2F79},0.001939027479770
"350",Trail,Fallon Creek Segment,Existing,NA,Asphalt,0.132408330000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"140",{62E14F91-7E9C-4682-B85B-C41F62ABE527},0.001983253671239
"351",Trail,Middle Crabtree Creek Segment,Existing,NA,Natural,0.013079820000000,8.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"270",{1680D66D-3067-4963-A2BE-C582086C20A1},0.000210860300018
"352",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.113586060000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"270",{E88C2464-42E8-4150-9E63-BA7878CCE901},0.001944049556875
"353",Structure,Middle Crabtree Creek Segment -  # 110,Existing,"110",Wood Decking,0.011527620000000,10.000000000000000,Bridge,10.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"270",{75E5604F-BB04-432E-91C4-A5CCD59C5F08},0.000201094390924
"354",Structure,Fallon Creek Segment -  # 133,Existing,"133",Wood Decking,0.011771350000000,8.000000000000000,Bridge,5.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"140",{D6A2278C-4904-41E2-931B-BB3A564331E6},0.000170780522491
"355",Trail,Fallon Creek Segment,Existing,NA,Asphalt,0.180398640000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"141",{8DA5ED88-778B-4CAC-8B2B-B8553846DCC3},0.003056863345091
"356",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.005251840000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"140",{E6F914E6-37F4-46C9-9025-079EBC460A2B},0.000088603771783
"357",Structure,Middle Crabtree Creek Segment -  # 111,Existing,"111",Wood Decking,0.026498450000000,10.000000000000000,Bridge,10.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"140",{A2F795F6-E2B8-440D-BD6E-5D2924935E9F},0.000427401594874
"358",Trail,Middle Crabtree Creek Segment,Existing,NA,Asphalt,0.103436570000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"270",{041880B6-2B04-4A89-AD53-0184AF2258FB},0.001685805199613
"359",Trail,Fallon Creek Segment,Existing,NA,Asphalt,0.111073790000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,NO,OPEN,"141",{EC002191-7309-4B27-8251-BAF7C81B77C4},0.001762082951092
"360",Trail,Buckeye Segment,Existing,NA,Asphalt,0.957512640000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"66",{5A433C2F-F174-4BA7-A5BC-4C93D3CCDF2F},0.015323701019441
"361",Trail,Buckeye Segment,Existing,NA,Asphalt,0.007483150000000,10.000000000000000,NA,0.000000000000000,Crabtree Creek Trail,COR,YES,OPEN,"64",{DA177A53-9CDD-4AD2-B33F-C183B0F76D32},0.000125196988841
"362",Trail,Wakefield Trail,Existing,NA,Concrete,0.113461290000000,5.000000000000000,Sidewalk,0.000000000000000,Wakefield Trail,COR,NO,OPEN,"376",{9DA1F392-C393-4B31-84BB-805769F51BB2},0.001786859937948
"363",Trail,Neuse River Trail,Existing,NA,Asphalt,0.351240220000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"283",{C681FD6D-6C11-4BA4-A17A-CB62CF0C6012},0.005978836409669
"364",Trail,Neuse River Trail,Existing,NA,Asphalt,0.152593080000000,10.000000000000000,NA,0.000000000000000,Neuse River Trail,COR,YES,OPEN,"284",{A7560F63-72E8-4289-AA1B-F28DB8BC03AC},0.002450366976794
